LR,Final_Test_Acc_mean,Final_Test_Acc_std,Final_Test_Loss_mean,Final_Test_Loss_std,Final_Train_Acc_mean,Final_Train_Acc_std,Final_Train_Loss_mean,Final_Train_Loss_std
0.001,0.9723666666666667,0.00015275252316525355,0.09306876666666668,0.0011314321205151163,0.978367,0.00045825756949560925,0.07829626666666667,0.0012959739246348008
0.005,0.9795666666666666,0.0013576941236277576,0.06945003333333333,0.003256957264585054,0.994533,0.0004092676385935842,0.0201108,0.0010916247890186445
0.0075,0.9781,0.0013747727084867066,0.07867516666666667,0.0007588491835228689,0.9961166666666667,0.0004641899754769434,0.014305166666666666,0.0007977301820373438
0.01,0.9793666666666666,5.773502691906839e-05,0.08080886666666666,0.004568404029125852,0.9959113333333334,0.0005590137147989667,0.013770233333333333,0.0019828446669704954
0.025,0.3213,0.06020323911551606,1.7050166666666666,0.17963275267426407,0.328317,0.046293979090158185,1.66511,0.12454109000647136
